"connection","connection_type","connection_transport","connection_protocol","connection_timestamp","connection_root","connection_parent","local_host","local_port","remote_host","remote_hostname","remote_port"
"291","accept","tcp","smbd","1.6478656E9","291","","10.1.0.4","445","93.112.213.76","","64969"
"292","accept","tcp","smbd","1.6478656E9","292","","10.1.0.4","445","93.112.213.76","","65060"
"293","accept","tcp","smbd","1.6478656E9","293","","10.1.0.4","445","93.112.213.76","","65152"
"294","accept","tcp","smbd","1.6478656E9","294","","10.1.0.4","445","93.112.213.76","","65211"
"295","accept","tcp","smbd","1.6478656E9","295","","10.1.0.4","445","93.112.213.76","","65315"
"296","accept","tcp","smbd","1.6478656E9","296","","10.1.0.4","445","93.112.213.76","","65392"
"297","accept","tcp","smbd","1.6478656E9","297","","10.1.0.4","445","93.112.213.76","","65461"
"298","accept","tcp","smbd","1.6478656E9","298","","10.1.0.4","445","93.112.213.76","","49179"
"299","accept","tcp","smbd","1.6478656E9","299","","10.1.0.4","445","93.112.213.76","","49260"
"300","accept","tcp","smbd","1.6478656E9","300","","10.1.0.4","445","93.112.213.76","","49319"
"301","accept","tcp","smbd","1.6478656E9","301","","10.1.0.4","445","93.112.213.76","","49416"
"302","accept","tcp","smbd","1.6478656E9","302","","10.1.0.4","445","93.112.213.76","","49497"
"303","accept","tcp","smbd","1.6478656E9","303","","10.1.0.4","445","93.112.213.76","","49559"
"304","accept","tcp","smbd","1.6478656E9","304","","10.1.0.4","445","93.112.213.76","","49653"
"305","accept","tcp","smbd","1.6478656E9","305","","10.1.0.4","445","93.112.213.76","","49745"
"306","accept","tcp","smbd","1.6478656E9","306","","10.1.0.4","445","93.112.213.76","","49804"
"307","accept","tcp","smbd","1.6478656E9","307","","10.1.0.4","445","93.112.213.76","","49897"
"308","accept","tcp","smbd","1.6478656E9","308","","10.1.0.4","445","93.112.213.76","","49987"
"309","accept","tcp","smbd","1.6478656E9","309","","10.1.0.4","445","93.112.213.76","","50044"
"310","accept","tcp","smbd","1.6478656E9","310","","10.1.0.4","445","93.112.213.76","","50138"
"311","accept","tcp","smbd","1.6478656E9","311","","10.1.0.4","445","93.112.213.76","","50238"
"312","accept","tcp","smbd","1.6478656E9","312","","10.1.0.4","445","93.112.213.76","","50322"
"313","accept","tcp","smbd","1.6478656E9","313","","10.1.0.4","445","93.112.213.76","","50392"
"314","accept","tcp","smbd","1.6478656E9","314","","10.1.0.4","445","93.112.213.76","","50482"
"315","accept","tcp","smbd","1.6478656E9","315","","10.1.0.4","445","93.112.213.76","","50557"
"316","accept","tcp","smbd","1.6478656E9","316","","10.1.0.4","445","93.112.213.76","","50628"
"317","accept","tcp","smbd","1.6478656E9","317","","10.1.0.4","445","93.112.213.76","","50720"
"318","accept","tcp","smbd","1.6478656E9","318","","10.1.0.4","445","93.112.213.76","","50797"
"319","accept","tcp","smbd","1.6478656E9","319","","10.1.0.4","445","93.112.213.76","","50860"
"320","accept","tcp","smbd","1.6478656E9","320","","10.1.0.4","445","93.112.213.76","","50952"
"321","accept","tcp","smbd","1.6478656E9","321","","10.1.0.4","445","93.112.213.76","","51025"
"322","accept","tcp","smbd","1.6478656E9","322","","10.1.0.4","445","93.112.213.76","","51098"
"323","accept","tcp","smbd","1.6478656E9","323","","10.1.0.4","445","93.112.213.76","","51196"
"324","accept","tcp","smbd","1.6478656E9","324","","10.1.0.4","445","93.112.213.76","","51290"
"325","accept","tcp","smbd","1.6478656E9","325","","10.1.0.4","445","93.112.213.76","","51362"
"326","accept","tcp","smbd","1.6478656E9","326","","10.1.0.4","445","93.112.213.76","","51450"
"327","accept","tcp","smbd","1.6478656E9","327","","10.1.0.4","445","93.112.213.76","","51529"
"328","accept","tcp","smbd","1.6478656E9","328","","10.1.0.4","445","93.112.213.76","","51601"
"329","accept","tcp","smbd","1.6478656E9","329","","10.1.0.4","445","93.112.213.76","","51686"
"330","accept","tcp","smbd","1.6478656E9","330","","10.1.0.4","445","93.112.213.76","","51775"
"331","accept","tcp","smbd","1.6478656E9","331","","10.1.0.4","445","93.112.213.76","","51830"
"332","accept","tcp","smbd","1.6478656E9","332","","10.1.0.4","445","93.112.213.76","","51919"
"333","accept","tcp","smbd","1.6478656E9","333","","10.1.0.4","445","93.112.213.76","","52007"
"334","accept","tcp","smbd","1.6478656E9","334","","10.1.0.4","445","93.112.213.76","","52067"
"335","accept","tcp","smbd","1.6478656E9","335","","10.1.0.4","445","93.112.213.76","","52156"
"336","accept","tcp","smbd","1.6478656E9","336","","10.1.0.4","445","93.112.213.76","","52246"
"337","accept","tcp","smbd","1.6478656E9","337","","10.1.0.4","445","93.112.213.76","","52300"
"338","accept","tcp","smbd","1.6478656E9","338","","10.1.0.4","445","93.112.213.76","","52391"
"339","accept","tcp","smbd","1.6478656E9","339","","10.1.0.4","445","93.112.213.76","","52481"
"340","accept","tcp","smbd","1.6478656E9","340","","10.1.0.4","445","93.112.213.76","","52533"
"341","accept","tcp","smbd","1.6478656E9","341","","10.1.0.4","445","93.112.213.76","","52630"
"342","accept","tcp","smbd","1.6478656E9","342","","10.1.0.4","445","93.112.213.76","","52720"
"343","accept","tcp","smbd","1.6478656E9","343","","10.1.0.4","445","93.112.213.76","","52779"
"344","accept","tcp","smbd","1.6478656E9","344","","10.1.0.4","445","93.112.213.76","","52871"
"345","accept","tcp","smbd","1.6478656E9","345","","10.1.0.4","445","93.112.213.76","","52954"
"346","accept","tcp","smbd","1.6478656E9","346","","10.1.0.4","445","93.112.213.76","","53025"
"347","accept","tcp","smbd","1.6478656E9","347","","10.1.0.4","445","93.112.213.76","","53127"
"348","accept","tcp","smbd","1.6478656E9","348","","10.1.0.4","445","93.112.213.76","","53212"
"349","accept","tcp","smbd","1.6478656E9","349","","10.1.0.4","445","93.112.213.76","","53266"
"350","accept","tcp","smbd","1.6478656E9","350","","10.1.0.4","445","93.112.213.76","","53353"
"351","accept","tcp","smbd","1.6478656E9","351","","10.1.0.4","445","93.112.213.76","","53436"
"352","accept","tcp","smbd","1.6478656E9","352","","10.1.0.4","445","93.112.213.76","","53483"
"353","accept","tcp","smbd","1.6478656E9","353","","10.1.0.4","445","93.112.213.76","","53566"
"354","accept","tcp","smbd","1.6478656E9","354","","10.1.0.4","445","93.112.213.76","","53651"
"355","accept","tcp","smbd","1.6478656E9","355","","10.1.0.4","445","93.112.213.76","","53706"
"356","accept","tcp","smbd","1.6478656E9","356","","10.1.0.4","445","93.112.213.76","","53785"
"357","accept","tcp","smbd","1.6478656E9","357","","10.1.0.4","445","93.112.213.76","","53875"
"358","accept","tcp","smbd","1.6478656E9","358","","10.1.0.4","445","93.112.213.76","","53949"
"359","accept","tcp","smbd","1.6478656E9","359","","10.1.0.4","445","93.112.213.76","","54004"
"360","accept","tcp","smbd","1.6478656E9","360","","10.1.0.4","445","93.112.213.76","","54090"
"361","accept","tcp","smbd","1.6478656E9","361","","10.1.0.4","445","93.112.213.76","","54165"
"362","accept","tcp","smbd","1.6478656E9","362","","10.1.0.4","445","93.112.213.76","","54218"
"363","accept","tcp","smbd","1.6478656E9","363","","10.1.0.4","445","93.112.213.76","","54304"
"364","accept","tcp","smbd","1.6478656E9","364","","10.1.0.4","445","93.112.213.76","","54369"
"365","accept","tcp","smbd","1.6478656E9","365","","10.1.0.4","445","93.112.213.76","","54432"
"366","accept","tcp","smbd","1.6478656E9","366","","10.1.0.4","445","93.112.213.76","","54523"
"367","accept","tcp","smbd","1.6478656E9","367","","10.1.0.4","445","93.112.213.76","","54588"
"368","accept","tcp","smbd","1.6478656E9","368","","10.1.0.4","445","93.112.213.76","","54648"
"369","accept","tcp","smbd","1.6478656E9","369","","10.1.0.4","445","93.112.213.76","","54736"
"370","accept","tcp","smbd","1.6478656E9","370","","10.1.0.4","445","93.112.213.76","","54800"
"371","accept","tcp","smbd","1.6478656E9","371","","10.1.0.4","445","93.112.213.76","","54861"
"372","accept","tcp","smbd","1.6478656E9","372","","10.1.0.4","445","93.112.213.76","","54949"
"373","accept","tcp","smbd","1.6478656E9","373","","10.1.0.4","445","93.112.213.76","","55020"
"374","accept","tcp","smbd","1.6478656E9","374","","10.1.0.4","445","93.112.213.76","","55073"
"375","accept","tcp","smbd","1.6478656E9","375","","10.1.0.4","445","93.112.213.76","","55153"
"376","accept","tcp","smbd","1.6478656E9","376","","10.1.0.4","445","93.112.213.76","","55230"
"377","accept","tcp","smbd","1.6478656E9","377","","10.1.0.4","445","93.112.213.76","","55282"
"378","accept","tcp","smbd","1.6478656E9","378","","10.1.0.4","445","93.112.213.76","","55357"
"379","accept","tcp","smbd","1.6478656E9","379","","10.1.0.4","445","93.112.213.76","","55438"
"380","accept","tcp","smbd","1.6478656E9","380","","10.1.0.4","445","93.112.213.76","","55491"
"381","accept","tcp","smbd","1.6478656E9","381","","10.1.0.4","445","93.112.213.76","","55571"
"382","accept","tcp","smbd","1.6478656E9","382","","10.1.0.4","445","93.112.213.76","","55653"
"383","accept","tcp","smbd","1.6478656E9","383","","10.1.0.4","445","93.112.213.76","","55703"
"384","accept","tcp","smbd","1.6478656E9","384","","10.1.0.4","445","93.112.213.76","","55781"
"385","accept","tcp","smbd","1.6478656E9","385","","10.1.0.4","445","93.112.213.76","","55865"
"386","accept","tcp","smbd","1.6478656E9","386","","10.1.0.4","445","93.112.213.76","","55916"
"387","accept","tcp","smbd","1.6478656E9","387","","10.1.0.4","445","93.112.213.76","","55986"
"388","accept","tcp","smbd","1.6478656E9","388","","10.1.0.4","445","93.112.213.76","","56073"
"389","accept","tcp","smbd","1.6478656E9","389","","10.1.0.4","445","93.112.213.76","","56119"
"390","accept","tcp","smbd","1.6478656E9","390","","10.1.0.4","445","93.112.213.76","","56195"
"391","accept","tcp","smbd","1.6478656E9","391","","10.1.0.4","445","93.112.213.76","","56274"
"392","accept","tcp","smbd","1.6478656E9","392","","10.1.0.4","445","93.112.213.76","","56326"
"393","accept","tcp","smbd","1.6478656E9","393","","10.1.0.4","445","93.112.213.76","","56401"
"394","accept","tcp","smbd","1.6478656E9","394","","10.1.0.4","445","93.112.213.76","","56475"
"395","accept","tcp","smbd","1.6478656E9","395","","10.1.0.4","445","93.112.213.76","","56534"
"396","accept","tcp","smbd","1.6478656E9","396","","10.1.0.4","445","93.112.213.76","","56609"
"397","accept","tcp","smbd","1.6478656E9","397","","10.1.0.4","445","93.112.213.76","","56679"
"398","accept","tcp","smbd","1.6478656E9","398","","10.1.0.4","445","93.112.213.76","","56751"
"399","accept","tcp","smbd","1.6478656E9","399","","10.1.0.4","445","93.112.213.76","","56814"
"400","accept","tcp","smbd","1.6478656E9","400","","10.1.0.4","445","93.112.213.76","","56891"
"401","accept","tcp","smbd","1.6478656E9","401","","10.1.0.4","445","93.112.213.76","","56963"
"402","accept","tcp","smbd","1.6478656E9","402","","10.1.0.4","445","93.112.213.76","","57011"
"403","accept","tcp","smbd","1.6478656E9","403","","10.1.0.4","445","93.112.213.76","","57094"
"404","accept","tcp","smbd","1.6478656E9","404","","10.1.0.4","445","93.112.213.76","","57181"
"405","accept","tcp","smbd","1.6478656E9","405","","10.1.0.4","445","93.112.213.76","","57239"
"406","accept","tcp","smbd","1.6478656E9","406","","10.1.0.4","445","93.112.213.76","","57324"
"407","accept","tcp","smbd","1.6478656E9","407","","10.1.0.4","445","93.112.213.76","","57395"
"408","accept","tcp","smbd","1.6478656E9","408","","10.1.0.4","445","93.112.213.76","","57445"
"409","accept","tcp","smbd","1.6478656E9","409","","10.1.0.4","445","93.112.213.76","","57536"
"410","accept","tcp","smbd","1.6478656E9","410","","10.1.0.4","445","93.112.213.76","","57604"
"411","accept","tcp","smbd","1.6478656E9","411","","10.1.0.4","445","93.112.213.76","","57650"
"412","accept","tcp","smbd","1.6478656E9","412","","10.1.0.4","445","93.112.213.76","","57739"
"413","accept","tcp","smbd","1.6478656E9","413","","10.1.0.4","445","93.112.213.76","","57804"
"414","accept","tcp","smbd","1.6478656E9","414","","10.1.0.4","445","93.112.213.76","","57858"
"415","accept","tcp","smbd","1.6478656E9","415","","10.1.0.4","445","93.112.213.76","","57937"
"416","accept","tcp","smbd","1.6478656E9","416","","10.1.0.4","445","93.112.213.76","","58007"
"417","accept","tcp","smbd","1.6478656E9","417","","10.1.0.4","445","93.112.213.76","","58071"
"418","accept","tcp","smbd","1.6478656E9","418","","10.1.0.4","445","93.112.213.76","","58146"
"419","accept","tcp","smbd","1.6478656E9","419","","10.1.0.4","445","93.112.213.76","","58221"
"420","accept","tcp","smbd","1.6478656E9","420","","10.1.0.4","445","93.112.213.76","","58274"
"421","accept","tcp","smbd","1.6478656E9","421","","10.1.0.4","445","93.112.213.76","","58359"
"422","accept","tcp","smbd","1.6478656E9","422","","10.1.0.4","445","93.112.213.76","","58430"
"423","accept","tcp","smbd","1.6478656E9","423","","10.1.0.4","445","93.112.213.76","","58486"
"424","accept","tcp","smbd","1.6478656E9","424","","10.1.0.4","445","93.112.213.76","","58568"
"425","accept","tcp","smbd","1.6478656E9","425","","10.1.0.4","445","93.112.213.76","","58646"
"426","accept","tcp","smbd","1.6478656E9","426","","10.1.0.4","445","93.112.213.76","","58698"
"427","accept","tcp","smbd","1.6478656E9","427","","10.1.0.4","445","93.112.213.76","","58789"
"428","accept","tcp","smbd","1.6478656E9","428","","10.1.0.4","445","93.112.213.76","","58860"
"429","accept","tcp","smbd","1.6478656E9","429","","10.1.0.4","445","93.112.213.76","","58913"
"430","accept","tcp","smbd","1.6478656E9","430","","10.1.0.4","445","93.112.213.76","","59007"
"431","accept","tcp","smbd","1.6478656E9","431","","10.1.0.4","445","93.112.213.76","","59085"
"432","accept","tcp","smbd","1.6478656E9","432","","10.1.0.4","445","93.112.213.76","","59133"
"433","accept","tcp","smbd","1.6478656E9","433","","10.1.0.4","445","93.112.213.76","","59220"
"434","accept","tcp","smbd","1.6478656E9","434","","10.1.0.4","445","93.112.213.76","","59293"
"435","accept","tcp","smbd","1.64786573E9","435","","10.1.0.4","445","93.112.213.76","","59347"
"436","accept","tcp","smbd","1.64786573E9","436","","10.1.0.4","445","93.112.213.76","","59430"
"437","accept","tcp","smbd","1.64786573E9","437","","10.1.0.4","445","93.112.213.76","","59508"
"438","accept","tcp","smbd","1.64786573E9","438","","10.1.0.4","445","93.112.213.76","","59567"
"439","accept","tcp","smbd","1.64786573E9","439","","10.1.0.4","445","93.112.213.76","","59648"
"440","accept","tcp","smbd","1.64786573E9","440","","10.1.0.4","445","93.112.213.76","","59726"
"441","accept","tcp","smbd","1.64786573E9","441","","10.1.0.4","445","93.112.213.76","","59787"
"442","accept","tcp","smbd","1.64786573E9","442","","10.1.0.4","445","93.112.213.76","","59870"
"443","accept","tcp","smbd","1.64786573E9","443","","10.1.0.4","445","93.112.213.76","","59958"
"444","accept","tcp","smbd","1.64786573E9","444","","10.1.0.4","445","93.112.213.76","","60010"
"445","accept","tcp","smbd","1.64786573E9","445","","10.1.0.4","445","93.112.213.76","","60092"
"446","accept","tcp","smbd","1.64786573E9","446","","10.1.0.4","445","93.112.213.76","","60189"
"447","accept","tcp","smbd","1.64786573E9","447","","10.1.0.4","445","93.112.213.76","","60239"
"448","accept","tcp","smbd","1.64786573E9","448","","10.1.0.4","445","93.112.213.76","","60323"
"449","accept","tcp","smbd","1.64786573E9","449","","10.1.0.4","445","93.112.213.76","","60413"
"450","accept","tcp","smbd","1.64786573E9","450","","10.1.0.4","445","93.112.213.76","","60470"
"451","accept","tcp","smbd","1.64786573E9","451","","10.1.0.4","445","93.112.213.76","","60560"
"452","accept","tcp","smbd","1.64786573E9","452","","10.1.0.4","445","93.112.213.76","","60645"
"453","accept","tcp","smbd","1.64786573E9","453","","10.1.0.4","445","93.112.213.76","","60702"
"454","accept","tcp","smbd","1.64786573E9","454","","10.1.0.4","445","93.112.213.76","","60791"
"455","accept","tcp","smbd","1.64786573E9","455","","10.1.0.4","445","93.112.213.76","","60881"
"456","accept","tcp","smbd","1.64786573E9","456","","10.1.0.4","445","93.112.213.76","","60952"
"457","accept","tcp","smbd","1.64786573E9","457","","10.1.0.4","445","93.112.213.76","","61031"
"458","accept","tcp","smbd","1.64786573E9","458","","10.1.0.4","445","93.112.213.76","","61120"
"459","accept","tcp","smbd","1.64786573E9","459","","10.1.0.4","445","93.112.213.76","","61194"
"460","accept","tcp","smbd","1.64786573E9","460","","10.1.0.4","445","93.112.213.76","","61273"
"461","accept","tcp","smbd","1.64786573E9","461","","10.1.0.4","445","93.112.213.76","","61358"
"462","accept","tcp","smbd","1.64786573E9","462","","10.1.0.4","445","93.112.213.76","","61441"
"463","accept","tcp","smbd","1.64786573E9","463","","10.1.0.4","445","93.112.213.76","","61511"
"464","accept","tcp","smbd","1.64786573E9","464","","10.1.0.4","445","93.112.213.76","","61601"
"465","accept","tcp","smbd","1.64786573E9","465","","10.1.0.4","445","93.112.213.76","","61691"
"466","accept","tcp","smbd","1.64786573E9","466","","10.1.0.4","445","93.112.213.76","","61758"
"467","accept","tcp","smbd","1.64786573E9","467","","10.1.0.4","445","93.112.213.76","","61846"
"468","accept","tcp","smbd","1.64786573E9","468","","10.1.0.4","445","93.112.213.76","","61927"
"469","accept","tcp","smbd","1.64786573E9","469","","10.1.0.4","445","93.112.213.76","","61999"
"470","accept","tcp","smbd","1.64786573E9","470","","10.1.0.4","445","93.112.213.76","","62090"
"471","accept","tcp","smbd","1.64786573E9","471","","10.1.0.4","445","93.112.213.76","","62173"
